name,category,site,website,phone,borough,address,open,online,takeaway,delivery,appointment,note,gid,lat,lng
"Clinique Médicale Rachel Nguyen,Van Phuc","Santé, sports, beauté et bien-être",Site,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=44064,(514) 849-2261,Saint-Denis,4298 #3 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJJxThDs4byUwReyAaUxIoBjg,45.5222848,-73.5798594
Synergie Holistique,"Santé, sports, beauté et bien-être",Site,http://www.synergieholistique.ca/,(514) 845-7419,Saint-Denis,4375  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,, Séances en ligne (Skype/Facetime) ,ChIJ98LD5dEbyUwRtW3tBToGi70,45.5232076,-73.5810067
Sourire Exquis (Orthodontiste),"Santé, sports, beauté et bien-être",Site,http://www.souriresexquis.com/,(514) 866-7111,Saint-Denis,4419  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJc4gad6IbyUwRHeu1sjKrBmg,45.5235877,-73.5817091
Clinique Dentaire Dr S. Heydari,"Santé, sports, beauté et bien-être",Site,https://www.411sante.com/dentiste/montreal/plateau-mont-royal-3/dentiste-plateau-mont-royal.htm,(514) 842-9274,Saint-Denis,4615  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJQd2PItEbyUwR8Hghows70Bk,45.5248125,-73.5843601
Centre De Santé Dentaire Saint-Denis,"Santé, sports, beauté et bien-être",Site,http://www.centredentairesd.com/,(514) 844-4411,Saint-Denis,4729  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJC3m6KtcbyUwRvavaLkdrelk,45.525438,-73.5856925
Studios Vert Prana,"Santé, sports, beauté et bien-être",Site,http://www.vertprana.com/,(514) 523-8717,Saint-Denis,4365  rue Saint-Denis Montreal,Fermé,,,,, Cours live Facebook ,ChIJQ7QI5NEbyUwRFxw8s2vEgfM,45.5232478,-73.5807636
Espace Ayurveda,"Santé, sports, beauté et bien-être",Site,http://espaceayurveda.ca/,(514) 845-7745,Saint-Denis,4675  rue Saint-Denis Montreal,Fermé,,,,," Consultations thérapeutiques en ligne (Skype)
Formations en ligne (Zoom) ",ChIJcZthJdcbyUwR4ZkFgY9ETb8,45.5250866,-73.5849878
Consciens Centre De Sante Psychologique Inc.,"Santé, sports, beauté et bien-être",Site,http://www.consciens.com/,,Saint-Denis,4681  rue Saint-Denis Montreal,Fermé,,,,," Thérapie à distance (téléphone, Zoom, Skype, Facetime) ",ChIJ28J5GzUbyUwRDY2nuNeCo3Q,45.5250926,-73.5850841
Coiffure Carlos Manuel Sanchez,"Santé, sports, beauté et bien-être",,,,Saint-Denis,3946  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ9UcYz4EbyUwR4MEyF2DDrf4,45.5196107,-73.5737314
Espace Thomas,"Santé, sports, beauté et bien-être",Site,https://espacethomas.ca/,(514) 533-0432,Saint-Denis,3988 3998 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJx9XW1qMbyUwRUWLYb6LCQj4,45.5203085,-73.5755643
Rouge Bar À Ongles,"Santé, sports, beauté et bien-être",Site,http://rougenailbar.com/,(514) 840-3003,Saint-Denis,4065  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJjzZrGswbyUwRnR1dK23n1uQ,45.5209924,-73.5760633
Sincity Tatouages,"Santé, sports, beauté et bien-être",Site,http://sincitymontreal.com/,(514) 903-6969,Saint-Denis,4140  rue Saint-Denis Montreal,Fermé,,,,,  Les rendez-vous uniquement sont acceptés; Les nouvelles demandes sont possibles mais seront reportées à des rendez-vous ultérieurs.,ChIJY-PeI8wbyUwRNdoVCOXuy-o,45.521187,-73.577389
Loveless,"Santé, sports, beauté et bien-être",Site,http://www.lovelesstattoo.ca/,(514) 817-4980,Saint-Denis,4169 B rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJf7AZgM4byUwRgyAr-hSLZ1o,45.5218071,-73.5776955
Areezo Beauté,"Santé, sports, beauté et bien-être",Site,http://www.arezoobeaute.com/,(514) 814-8007,Saint-Denis,4177 A rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJl0G6qxgbyUwRUYr7c3sdhrM,45.5218165,-73.5778808
Chico Coiffure,"Santé, sports, beauté et bien-être",,,,Saint-Denis,4291  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ02vgDc4byUwRfCe26jyxtBo,45.5225538,-73.579457
Temple Ka,"Santé, sports, beauté et bien-être",,,,Saint-Denis,4298 #5 rue Saint-Denis Montreal,Fermé,,,,,  ,,,
Ongles Élégant Et Spa,"Santé, sports, beauté et bien-être",,,(514) 985-0707,Saint-Denis,4316  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJc-JKBM4byUwRv4zfOLmGEcs,45.5225049,-73.5801218
Repfitness,"Santé, sports, beauté et bien-être",Site,http://repfitnessplateau.com/,(514) 286-2644,Saint-Denis,4325  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJuf4MG84byUwRO0Rx5I_Zdws,45.5228427,-73.579989
Wax Fuzz Bar,"Santé, sports, beauté et bien-être",Site,http://fuzzwaxbar.com/,(514) 844-3899,Saint-Denis,4395  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJj_2w6dEbyUwRj877h1l6ouM,45.523411,-73.5812759
Nail Art D'Ongles,"Santé, sports, beauté et bien-être",,,(514) 844-5251,Saint-Denis,4398  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJQXmw7tEbyUwR3QbC6sVNqR0,45.523069,-73.581433
Camil Coloriste,"Santé, sports, beauté et bien-être",Site,http://www.camil.com/,(514) 848-1731,Saint-Denis,4417  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ992A6tEbyUwRar75wbVmmoY,45.5235526,-73.5816186
Institut De Beauté Ayala Freilich,"Santé, sports, beauté et bien-être",,,(514) 844-5267,Saint-Denis,4420 1 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJDRjzEbUbyUwRRJ7jCJ02aeg,45.5171082,-73.56842
Tatouage Royal,"Santé, sports, beauté et bien-être",Site,http://www.tatouageroyal.com/,(514) 509-2905,Saint-Denis,4424  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ-bEp69EbyUwRzLbrOQp8mwk,45.52334,-73.5819604
Chinois Santé Spa,"Santé, sports, beauté et bien-être",Site,http://www.chinoissantespa.com/,(514) 543-6188,Saint-Denis,4441  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJkwbswGwbyUwReAPBuo7nF3Q,45.5237123,-73.5819576
Rachel Starr Psychologue,"Santé, sports, beauté et bien-être",Site,http://psychotherapiemontreal.ca/,(514) 815-7465,Saint-Denis,4472 A rue Saint-Denis Montreal,,,,,,  ,ChIJ12pH87UbyUwRwMYCGobxEk4,45.5192909,-73.5686972
Audrey Chaiken Psychologue,"Santé, sports, beauté et bien-être",,,,Saint-Denis,4472 B rue Saint-Denis Montreal,,,,,,  ,ChIJTbLRmdEbyUwRDzJQGpyL8qM,45.5236342,-73.5825538
Mauve,"Santé, sports, beauté et bien-être",,,,Saint-Denis,4473 #1 rue Saint-Denis Montreal,Fermé,,,,,  ,,,
Club De Santé Lian Yee,"Santé, sports, beauté et bien-être",Site,http://www.lianyee.com/,(514) 284-5445,Saint-Denis,4510  rue Saint-Denis Montreal,,,,,,  ,ChIJb7IICtEbyUwRk5Kn6KrW5Wg,45.523924,-73.583371
Clinique Révolution,"Santé, sports, beauté et bien-être",Site,http://www.cliniquerevolution.com/fr/,(514) 528-9996,Saint-Denis,4519  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJH2-MXNAbyUwRpMGnEEqN3As,45.524274,-73.5832391
Les Matantes,"Santé, sports, beauté et bien-être",Site,https://www.instagram.com/lesmatantes,(514) 379-3006,Saint-Denis,4523  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ2Q6NCNEbyUwRYFCg2c-972o,45.524341,-73.583245
L'Abc Des Locs,"Santé, sports, beauté et bien-être",,,,Saint-Denis,4525  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJq4jpCNEbyUwRx4eDCvQx-AM,45.5243678,-73.5832167
Coiffure Le Margo,"Santé, sports, beauté et bien-être",Site,http://lemargocoiffure.com/,(514) 844-4790,Saint-Denis,4585  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJjx2pENEbyUwReT_ql-x0oKg,45.5246331,-73.5840225
Alliance Pro Mb,"Santé, sports, beauté et bien-être",Site,http://www.alliancepromb.com/,(514) 910-2291,Saint-Denis,4591  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJfaSDIgAbyUwRdbnZbq5f4rs,45.5246696,-73.5840633
Ongles A La Française,"Santé, sports, beauté et bien-être",Site,http://onglesfrancais.com/,(514) 843-1996,Saint-Denis,4593  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJdTuDGdEbyUwRSwjxlYkBCJg,45.524672,-73.584068
Studio Mekka,"Santé, sports, beauté et bien-être",Site,http://www.mekkasystem.com/,(514) 755-3552,Saint-Denis,4672 100 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJz5c71dYbyUwRV2WZGvLXbpc,45.5248493,-73.5853475
Salon M2,"Santé, sports, beauté et bien-être",,,(514) 507-5336,Saint-Denis,4733  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJh_1t1dYbyUwRWi196R76-Sk,45.5256022,-73.5857645
Beaux-Arts Des Amériques,Culture,Site,http://www.beauxartsdesameriques.com/,(514) 481-2111,Saint-Denis,3944  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,, Galerie accessible en ligne ,ChIJR3BgjcsbyUwRmzpy-k3vlV4,45.5199922,-73.5747016
Arion Baroque - Membre Gratuit,Culture,Site,http://www.arionbaroque.com/en,(514) 355-1825,Saint-Denis,3950  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,Oui,,,PEUVENT RÉSERVER AU TÉLÉPHONE  ,ChIJE8S-8ssbyUwR8ZDzDEZiQIg,45.5200725,-73.5747639
Le Hangart,Autres commerces et services,Site,https://www.lehangartsaintdenis.com/,(514) 543-1975,Saint-Denis,3951  rue Saint-Denis Montreal,Fermé,Oui,Oui,Oui,,LIVRAISON / A EMPORTER Galerie accessible en ligne ,ChIJYdP4d98byUwROqD42jlCm-M,45.5205014,-73.5747934
Le Livart,Autres commerces et services,Site,https://lelivart.com/,(514) 880-3980,Saint-Denis,3980 3978 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,, Web série sur l'art accessible en ligne via Facebok et Instagram ,ChIJ94jvCswbyUwRtWt5VAytRUA,45.5202839,-73.5752006
Éditions Du Boréal,Culture,Site,https://www.editionsboreal.qc.ca/,(514) 287-7401,Saint-Denis,4447  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,, accès gratuit et intégral en ligne à des livres ,ChIJnbkAltEbyUwRiHxlwD31ETg,45.5237546,-73.5820037
Théâtre Du Rideau Vert,Culture,Site,http://www.rideauvert.qc.ca/,(514) 844-1793,Saint-Denis,4664  rue Saint-Denis Montreal,Fermé,,,,, Mademoiselle Julie en balado : https://ici.radio-canada.ca/premiere/balados/7426/mlle-magalie-lepine-blondeau-boutin-theatre-denoncourt-strindberg? ,ChIJoaC-OdEbyUwRQOJSPA7NfG4,45.5248665,-73.5852469
Théâtre D'Aujourd'Hui,Culture,Site,https://www.theatredaujourdhui.qc.ca/,(514) 282-3900,Saint-Denis,3900  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJW3Y4lMsbyUwRB8CfN1Oeasw,45.519797,-73.574158
Galerie Bernard,Culture,Site,http://www.galeriebernard.ca/,(514) 277-0770,Saint-Denis,3926 3928 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJSY8Ak8sbyUwRIqJId8X_VMU,45.5199126,-73.5744809
Queens Of Art,Culture,,,,Saint-Denis,4152  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ9TnnLswbyUwRlnWbaFL7bBc,45.521256,-73.5775791
Pop Up Lab Temporaire Desjardins,Autres commerces et services,Site,https://www.facebook.com/popuplabmtl/,(514) 349-4844,Saint-Denis,4361  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJk60TJcwbyUwRS0E-6DHuXZQ,45.5231632,-73.5808221
Montreal Cowork,Autres commerces et services,Site,https://montrealcowork.com/,(514) 613-7175,Saint-Denis,4388 200 - 303 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJUZ4O79EbyUwRsM-alj9uf5c,45.523051,-73.5813965
Club Insider Anticafé/Cowork,Autres commerces et services,Site,http://facebook.com/insidersplateau,(514) 543-5669,Saint-Denis,4451  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJAxGXC_MbyUwRBXWg41g89Wo,45.5238595,-73.5820042
Fido Solution Inc.,Autres commerces et services,Site,https://www.fido.ca/consumer/storelocator?store=344745423,(514) 678-3235,Saint-Denis,3820  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,Oui,,LIVRAISON  ,ChIJP_rXscsbyUwRR77csAle_So,45.5192918,-73.573143
Telus,Autres commerces et services,Site,https://stores.telus.com/qc-montreal-10358511,(514) 845-3221,Saint-Denis,4202  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,Oui,,LIVRAISON  Modifications des frais de données cellulaires afin d'accommoder les voyageurs pris à l’extérieur.,ChIJZeyCeM4byUwRl4Q9GNgjQjE,45.5217133,-73.5785696
Bell,Autres commerces et services,Site,http://magasins.bell.ca/bellca/fr/QC/Montreal/Bell/BE589,(514) 842-4772,Saint-Denis,4337  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,Oui,,LIVRAISON  ,ChIJlbI76dEbyUwRux-zn1CchhE,45.5229626,-73.5801642
Rogers,Autres commerces et services,Site,https://www.rogers.com/web/content/store-locator?store=344800256,(514) 845-8353,Saint-Denis,4413 A rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,Oui,,LIVRAISON  Annulation de frais; Chaînes de télévision populaires sans frais; Suspension des plafonds de données; Solutions de collaboration aux entreprises.,ChIJ__mFvdEbyUwR-BDj2OhqAQs,45.523508,-73.5814612
Voyages Turquoise,Autres commerces et services,Site,http://www.voyages-turquoise.com/,(514) 284-5080,Saint-Denis,4285  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,,,  ,ChIJxSPIDc4byUwRC_yXjIuqDIA,45.5228066,-73.5799435
Frenzy Tours,Autres commerces et services,Site,http://www.frenzytours.com/,(514) 285-2777,Saint-Denis,4731  rue Saint-Denis Montreal,Ouvert ou activité réduite,Oui,,,,  Annulation des voyages pour mars et avril,ChIJa55u1dYbyUwRjgyKox5aPPg,45.525459,-73.5858193
François Crevier Avocat,Autres commerces et services,Site,http://www.avocat-entreprise.ca/,(514) 525-2740,Saint-Denis,3924 A rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJBRY3k8sbyUwR1n03290LYRU,45.519892,-73.574485
Assurances Birbilas,Autres commerces et services,,,(514) 286-0777,Saint-Denis,3930  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJB8krk8sbyUwRE9tWxdnQYus,45.5199971,-73.5744671
Comité Du Tourisme Des Iles De La Guadeloupe,Autres commerces et services,,,(833) 463-4537,Saint-Denis,3941  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJsR2yTyYbyUwRxIx02bXK3yU,45.5203897,-73.5745471
L'Étoffe Du Succès,Autres commerces et services,Site,https://dressforsuccess.org/,(514) 282-1222,Saint-Denis,3945  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJz5_XRpUbyUwRqAupfRzoEDY,45.5205061,-73.5746048
Ye/Sarrazin,Autres commerces et services,,,,Saint-Denis,3997  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJw9bkCMwbyUwR9aQLWJVtgeQ,45.520701,-73.575349
Avocat Maxwell Silverman,Autres commerces et services,Site,http://maxsilverman.ca/,(514) 554-1045,Saint-Denis,4104  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJnzH8fHQbyUwR3ukNniZlPRo,45.5210213,-73.5768844
Anne Ma Sœur Anne Hôtel-Studio,Autres commerces et services,Site,http://www.annemasoeuranne.com/,(514) 281-3187,Saint-Denis,4119  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJO7DJJcwbyUwRfFgM-MKRjmM,45.5215268,-73.5768715
Snap Québec,Autres commerces et services,,,,Saint-Denis,4126 #300 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,,,
Csl Centre De Solidarité Lesbienne,Autres commerces et services,Site,https://www.solidaritelesbienne.qc.ca/,(514) 526-2452,Saint-Denis,4126 #301 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJx28dJcwbyUwRL44mJ-z-X4c,45.521088,-73.5772121
Conseil Quebecois Sur Le Tabac Et La Sante,Autres commerces et services,Site,https://quebecsanstabac.ca/cqts,(514) 948-5317,Saint-Denis,4126 #302 #202 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJx28dJcwbyUwRFmEpVQn6R1k,45.521088,-73.5772121
Textualis,Autres commerces et services,,,,Saint-Denis,"4126 St Denis St #200, Montreal, Quebec H2W 2M5",Fermé,,,,,  ,,,
Nuv62,Autres commerces et services,,,,Saint-Denis,4260  rue Saint-Denis Montreal,Fermé,,,,,  ,EjM0MjYwIFJ1ZSBTYWludC1EZW5pcywgTW9udHLDqWFsLCBRQyBIMkogMks4LCBDYW5hZGEiGxIZChQKEgkjjXEMzhvJTBHALYVS6PxmExCkIQ,45.5220569,-73.5791777
"Ô Volant, École De Conduite",Autres commerces et services,Site,http://www.ovolant.ca/,(514) 357-6337,Saint-Denis,4317  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ9RjvGs4byUwRaoPuET4619I,45.5227992,-73.5798587
Umaknow Solutions Inc,Autres commerces et services,Site,https://www.umaknow.com/,(514) 940-0343,Saint-Denis,4349  rue Saint-Denis Montreal,,,,,,  ,ChIJs-6nHc4byUwRV-XSmexcLEo,45.522923,-73.5803246
Altagram,Autres commerces et services,Site,https://altagram.com/,(514) 447-7781,Saint-Denis,4363  rue Saint-Denis Montreal,,,,,,  ,ChIJh_LuBngbyUwR2m2_YrrBujs,45.5231056,-73.5809223
Adviso,Autres commerces et services,Site,https://www.adviso.ca/,(514) 598-1881,Saint-Denis,4388 300 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJBVNfcNAbyUwRKYli9KlC6Js,45.5230942,-73.5813454
Lurelu,Autres commerces et services,Site,https://www.lurelu.net/,(514) 282-1414,Saint-Denis,4388 305 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJzxAO79EbyUwRiIln2iHEn-g,45.5230948,-73.5813467
Montreal Grand Comedie Fest,Autres commerces et services,,,,Saint-Denis,4388 310 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJfZkO79EbyUwR8fhj_bJyjME,45.523717,-73.5827794
Centre De Formation Contech,Autres commerces et services,Site,http://contech.qc.ca/,(514) 759-8900,Saint-Denis,4388 311 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJzxAO79EbyUwRVcgE2Pso8_0,45.5229986,-73.5813749
Administration/Groupe Aredal,Autres commerces et services,,,,Saint-Denis,4388 312 rue Saint-Denis Montreal,,,,,,  ,ChIJfZkO79EbyUwR8fhj_bJyjME,45.523717,-73.5827794
Éditions: La Courte Échelle/La Mèche/À L'Étage/Parfum D'Encre,Autres commerces et services,Site,https://groupecourteechelle.com/,(514) 312-6950,Saint-Denis,4388 315 rue Saint-Denis Montreal,,,,,,  ,ChIJB-Ord34ZyUwR5vJRgf9mmWU,45.523094,-73.581345
Ubimust,Autres commerces et services,Site,https://internationalweb.ca/,(438) 929-8975,Saint-Denis,4400  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJ67UOkmTeyEwRpS6ZVNeyu4w,45.5231945,-73.5816225
Fm Group,Autres commerces et services,,,,Saint-Denis,4449  rue Saint-Denis Montreal,,,,,,  ,ChIJed8ovNEbyUwR2V2UjXXC50g,45.52381,-73.582069
Copie Express,Autres commerces et services,Site,http://www.copie-express.com/,(514) 350-9009,Saint-Denis,4474  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJHb_OmdEbyUwR66k24rlK1GI,45.5236529,-73.582566
Centre D'Affaires Du Plateau Mont-Royal,Autres commerces et services,,,,Saint-Denis,4485 #101 #201 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,,,
Banque Nationale,Autres commerces et services,Site,https://localisateur.bnc.ca/succursale/banque-nationale/4506-rue-st-denis-montreal/,(514) 281-9610,Saint-Denis,4506 4510 rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJR1yjoNEbyUwR1ZOUidImMjE,45.5240014,-73.5833193
Talbot Avocats,Autres commerces et services,,,(514) 849-2930,Saint-Denis,4519  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJJ9dwCdEbyUwRydhBSG8y5aA,45.524274,-73.5832391
Centre Des Agressions De Mtl,Autres commerces et services,Site,http://www.cpamapc.org,(514) 284-1212,Saint-Denis,4617  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJB-nvIdEbyUwRq1b-WEKPchw,45.5249198,-73.5843845
"Garderie Roche, Papier, Ciseaux (Entrée Sur Bienville)",Autres commerces et services,,,(514) 849-1999,Saint-Denis,4651  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJJwTMKtEbyUwRtBrusKtHyFM,45.5250724,-73.5845959
Orchestre De Chambre I Musici / La Société Pro Musica,Autres commerces et services,Site,http://imusici.com/,(514) 982-6037,Saint-Denis,4672 200 rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJQfD0gEoayUwRYHsLHIWOGwo,45.5248317,-73.5853487
Plein Milieu,Autres commerces et services,Site,http://pleinmilieu.qc.ca/,(514) 524-3661,Saint-Denis,4677  rue Saint-Denis Montreal,Fermé,,,,,  ,ChIJ5VI01dYbyUwR1nw_5AU1klU,45.5250901,-73.5850572
Enm Avocat - Pelletier Avocat/Wood & Associés,Autres commerces et services,,,,Saint-Denis,4695  rue Saint-Denis Montreal,Ouvert ou activité réduite,,,,,  ,ChIJ-QFMKNEbyUwRPh6oUSo4w_I,45.5252112,-73.5852281
Cafe Ketch/Dïner St-Louis,Autres commerces et services,Site,https://diners-st-louis.org/wp/services/ketch-cafe/,(514) 985-0505,Saint-Denis,4707 4709 rue Saint-Denis Montreal,,,,,,  ,ChIJqY9H1dYbyUwRtRjTkKkY0xg,45.52528,-73.585362
A & W,Restos et Cafés,,,514-508-2005,Village Ville-Marie,"1200 St Catherine St E, Montreal, Quebec H2L 2G9, Canada",Ouvert ou activité réduite,,,Oui,,24/7 Livraison et commandes à emporter.,,45.518366,-73.556077
Amir,Restos et Cafés,Site,http://www.restoamir.com/,514-849-2647,Village Ville-Marie,"580 Rue Sainte-Catherine E, Montréal, QC H2L 2E1, Canada",Ouvert ou activité réduite,,Oui,,,11h30 à 22h00 du lundi au dimanche Livraison seulement.,ChIJlZ5-mLIbyUwRyhl6SsMg2Zo,45.5152881,-73.5588211
Animal Expert,Autres commerces et services,Site,http://www.animal-expert.ca/,514-523-5425,Village Ville-Marie,"1105 Boulevard de Maisonneuve East, Montréal, QC H2L 1Z6, Canada",Ouvert ou activité réduite,,,,,"Voir site web Les clients entrent individuellement (2 clients max) et on leur apporte les commandes. Service de livraison le mardi, jeudi et samedi.",ChIJG531I7IbyUwRnbqnFZx1TX4,45.5184478,-73.558453
AQPAPAMM,Autres commerces et services,,,514-524-7131,Village Ville-Marie,"1260 Rue Sainte-Catherine E, Montréal, QC H2L 2H2, Canada",Ouvert ou activité réduite,,,,,Par téléphone seulement. 9h00 à 12h00 et 13h00 à 17h00 du lundi au vendredi ,ChIJhTqDBK4byUwRibQ8oVN0lLA,45.5189987,-73.5555441
Armada,Mode et accessoires,Site,https://shopthemensroom.com/,,Village Ville-Marie,"1359 Rue Sainte-Catherine E, Montréal, QC H2L 2H7, Canada",Ouvert ou activité réduite,,,,,Achats en ligne seulement ,ChIJyQgVALIbyUwRCs48kagMZvM,45.5201695,-73.5547465
Astérisk,Autres commerces et services,Site,http://www.lasterisk.com/,514-318-5428,Village Ville-Marie,"1575 Rue Amherst, Montréal, QC H2L 3L4, Canada",Ouvert ou activité réduite,,,,,Activités en ligne seulement https://www.facebook.com/LAsterisk/,ChIJN7rDL7IbyUwRqnZk14pkno0,45.5184802,-73.5588584
Banque de Montréal,Autres commerces et services,Site,https://branches.bmo.com/qc/montreal/b0157/,514-521-4181,Village Ville-Marie,"1700 Rue Sainte-Catherine E, Montréal, QC H2L 2J4, Canada",Ouvert ou activité réduite,,,,,"9h00 à 17h00 du lundi au mercredi, 9h00 à 18h00 le jeudi, 9h00 à 17h00 le vendredi ",ChIJW6J6868byUwRYVvXlDKjgs8,45.5223741,-73.5522903
Banque National du Canada,Autres commerces et services,Site,https://localisateur.bnc.ca/succursale/banque-nationale/801-rue-ste-catherine-est-montreal/,514-281-9630,Village Ville-Marie,"801 Rue Sainte-Catherine E, Montréal, QC H2L 4M4, Canada",Ouvert ou activité réduite,,,,,Voir site web ,ChIJaaUnmLIbyUwRhQU0IjlD3S0,45.5156648,-73.5591072
Banque Scotia,Autres commerces et services,Site,http://www.scotiabank.com/,514-287-5155,Village Ville-Marie,"900 Rue Sainte-Catherine E, Montréal, QC H2L 2E7, Canada",Ouvert ou activité réduite,,,,,"9h30 à 15h00 du lundi au vendredi, 10h00 à 15h00 le samedi, fermé le dimanche ",ChIJZcufgLIbyUwRPVHU_ycuxTE,45.5164192,-73.5578046
Buanderie Amherst,Autres commerces et services,,,514-526-4084,Village Ville-Marie,"1499 Rue Amherst, Montréal, QC H2L 3L2, Canada",Ouvert ou activité réduite,,,,,"Voir site web Dernier lavage à 16h00, 4 personnes maximum.",ChIJh9zpPLIbyUwRukyJpOv0f7E,45.5181802,-73.5582807
Centre Local d'emploi,Autres commerces et services,,,514-872-2326,Village Ville-Marie,"1260 Rue Sainte-Catherine E, Montréal, QC H2L 2H2, Canada",Ouvert ou activité réduite,,,,,8h30 à 12h00 et 13h00 à 16h30 du lundi au vendredi ,ChIJhTqDBK4byUwR8YSmZK5tvSE,45.5189987,-73.5555441
Clinique Vétérinaire Tou-Chat-Tou,Autres commerces et services,Site,http://tou-chat-tou.com/,514 597-2428,Village Ville-Marie,"1657 Rue Amherst, Montréal, QC H2L 3L4, Canada",Ouvert ou activité réduite,,,,Oui,Urgences seulement ,ChIJ9WkQArIbyUwRYNHYHyIfbdk,45.5188083,-73.5597694
Copie Pro,Autres commerces et services,Site,http://copiespro.ca/,514-526-5575,Village Ville-Marie,"1257 Rue Amherst, Montréal, QC H2L 3K9, Canada",Ouvert ou activité réduite,,Oui,Oui,,"Sur demande, par courriel ",ChIJJ2aOka0byUwRYqmKAxOfyYg,45.5170744,-73.5559967
CopperBranch,Restos et Cafés,Site,https://eatcopperbranch.com/,514-379-6591,Village Ville-Marie,"1320 Rue Sainte-Catherine E, Montréal, QC H2L 2H5, Canada",Ouvert ou activité réduite,,Oui,Oui,,"10h00 à 21h00 du lundi au jeudi, 10h00 à minuit le vendredi et 10h00 à 21h00 le samedi Livraison avec UberEats, Foodora et Skip. Paiement par cartes.",ChIJ0_h2yJgbyUwRX-Zipg7qX7Q,45.5194916,-73.5550221
